ID	baseMean	baseMean.untrt	baseMean.C15Dx	C15Dx/untrt	log2(C15Dx/untrt)	pval	padj	untrt_1	untrt_2	C15Dx_1	C15Dx_2	untrt_1_norm	untrt_2_norm	C15Dx_1_norm	C15Dx_2_norm
ENSMUSG00000085826	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000085827	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085828	3.851888692	5.299386039	2.404391344	0.453711303	-1.140153494	0.378438774	0.699897972	3	7	2	3	3.31	7.29	1.62	3.19
ENSMUSG00000085829	53.57482535	62.41131415	44.73833655	0.716830548	-0.480295974	0.344888147	0.658598003	65	51	71	30	71.72	53.1	57.62	31.86
ENSMUSG00000085830	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000085831	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085832	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085833	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085834	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085835	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085836	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085837	0.530948447	0	1.061896893	Inf	Inf	0.725464949	1	0	0	0	2	0	0	0	2.12
ENSMUSG00000085838	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085839	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085840	26.38167863	34.62455883	18.13879842	0.523870889	-0.932716799	0.249991716	0.522881516	42	22	29	12	46.34	22.91	23.53	12.74
ENSMUSG00000085841	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085842	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000085843	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085844	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085845	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085846	0.801627636	1.072306825	0.530948447	0.495146011	-1.014074079	0.93739353	1	1	1	0	1	1.1	1.04	0	1.06
ENSMUSG00000085847	1.868729495	2.14461365	1.59284534	0.742719016	-0.429111578	0.899122924	1	2	2	0	3	2.21	2.08	0	3.19
ENSMUSG00000085848	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085849	0.478731718	0.551690434	0.405773002	0.735508498	-0.443186085	1	1	1	0	1	0	1.1	0	0.81	0
ENSMUSG00000085850	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085851	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085852	1.275193326	2.14461365	0.405773002	0.189205642	-2.401972986	0.49656918	0.837761431	2	2	1	0	2.21	2.08	0.81	0
ENSMUSG00000085853	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085855	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085856	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085857	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085858	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085859	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000085860	28.07891846	28.27629767	27.88153924	0.986039246	-0.020283025	1	1	22	31	36	25	24.27	32.28	29.22	26.55
ENSMUSG00000085861	4.403540187	4.809843691	3.997236684	0.831053344	-0.26698701	0.838360997	1	4	5	2	6	4.41	5.21	1.62	6.37
ENSMUSG00000085862	1.670556397	0	3.341112793	Inf	Inf	0.123397129	0.302167376	0	0	3	4	0	0	2.43	4.25
ENSMUSG00000085863	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085864	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085865	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085866	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085867	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085868	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000085869	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085870	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000085871	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085872	29.09668808	47.76426478	10.42911138	0.218345481	-2.19531542	6.33E-07	4.92E-06	46	43	10	12	50.76	44.77	8.12	12.74
ENSMUSG00000085873	175.6511645	214.7955371	136.5067919	0.635519684	-0.653991284	0.000137092	0.000744387	194	207	165	131	214.06	215.54	133.91	139.11
ENSMUSG00000085874	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085875	14.19739947	12.44028764	15.9545113	1.282487332	0.358944575	0.563586627	0.900594441	15	8	21	14	16.55	8.33	17.04	14.87
ENSMUSG00000085876	0.520616391	1.041232782	0	0	#NAME?	0.640544067	0.953976704	0	2	0	0	0	2.08	0	0
ENSMUSG00000085877	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085878	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085879	12.70464893	11.91967125	13.48962662	1.131711298	0.17850597	0.920979894	1	15	7	11	17	16.55	7.29	8.93	18.05
ENSMUSG00000085880	0.536153412	1.072306825	0	0	#NAME?	0.637402555	0.953976704	1	1	0	0	1.1	1.04	0	0
ENSMUSG00000085881	0.468360724	0	0.936721449	Inf	Inf	0.741307218	1	0	0	1	1	0	0	0.81	1.06
ENSMUSG00000085882	360.7713462	298.7309252	422.8117671	1.415359882	0.501168932	0.00027693	0.001422997	248	311	550	376	273.64	323.82	446.35	399.27
ENSMUSG00000085883	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085884	0.754576935	1.103380868	0.405773002	0.367754249	-1.443186085	0.936623807	1	2	0	1	0	2.21	0	0.81	0
ENSMUSG00000085885	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085886	6.20877671	3.706462823	8.711090597	2.350243618	1.23281031	0.229452123	0.490183521	2	5	11	8	2.21	5.21	8.93	8.5
ENSMUSG00000085887	3.320940245	5.299386039	1.342494451	0.253330186	-1.980909101	0.191358966	0.42587735	3	7	2	1	3.31	7.29	1.62	1.06
ENSMUSG00000085888	0.530948447	0	1.061896893	Inf	Inf	0.725464949	1	0	0	0	2	0	0	0	2.12
ENSMUSG00000085889	0.405773002	0	0.811546004	Inf	Inf	0.759948099	1	0	0	2	0	0	0	1.62	0
ENSMUSG00000085890	4.590889667	4.778769648	4.403009686	0.92136889	-0.118149209	0.956442875	1	3	6	3	6	3.31	6.25	2.43	6.37
ENSMUSG00000085891	4.631843141	2.175687693	7.087998588	3.257819866	1.703906835	0.172014324	0.392521995	3	1	7	8	3.31	1.04	5.68	8.5
ENSMUSG00000085892	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085893	16.13913958	14.82585129	17.45242786	1.17716194	0.235312802	0.739826328	1	8	20	26	13	8.83	20.82	21.1	13.8
ENSMUSG00000085894	65.92150145	67.52425593	64.31874697	0.952528037	-0.070166536	0.832799788	1	62	64	80	60	68.41	66.64	64.92	63.71
ENSMUSG00000085895	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085896	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085897	2.144122087	1.072306825	3.215937349	2.999083167	1.58452153	0.464310309	0.802759648	1	1	4	3	1.1	1.04	3.25	3.19
ENSMUSG00000085898	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000085899	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085900	0.463194697	0.520616391	0.405773002	0.779408811	-0.359547855	1	1	0	1	1	0	0	1.04	0.81	0
ENSMUSG00000085901	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085902	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085903	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085904	3.003210355	4.258153257	1.748267453	0.410569406	-1.284301968	0.458421996	0.797222285	3	5	3	1	3.31	5.21	2.43	1.06
ENSMUSG00000085905	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085906	3.935218401	6.402766907	1.467669895	0.229224321	-2.125167972	0.104480327	0.265081367	5	7	1	2	5.52	7.29	0.81	2.12
ENSMUSG00000085908	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085909	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085910	0.202886501	0	0.405773002	Inf	Inf	1	1	0	0	1	0	0	0	0.81	0
ENSMUSG00000085911	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085912	198.4820528	205.6653921	191.2987135	0.930145376	-0.104471877	0.572233805	0.910546264	185	199	249	170	204.13	207.21	202.07	180.52
ENSMUSG00000085913	62.83413988	69.05503106	56.6132487	0.81982801	-0.286606813	0.481921214	0.82483509	61	68	44	73	67.31	70.8	35.71	77.52
ENSMUSG00000085914	2.982028731	3.279068561	2.684988902	0.818826704	-0.288369942	1	1	5	1	4	2	5.52	1.04	3.25	2.12
ENSMUSG00000085915	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085916	52.04943522	47.24364838	56.85522205	1.203446897	0.267172483	0.369910398	0.688815603	46	42	76	49	50.76	43.73	61.68	52.03
ENSMUSG00000085917	164.6042357	170.846242	158.3622294	0.926928375	-0.109470231	0.75836508	1	187	130	194	150	206.33	135.36	157.44	159.28
ENSMUSG00000085918	26.91724961	27.54580532	26.2886939	0.954362873	-0.067390175	0.98572431	1	32	19	36	22	35.31	19.78	29.22	23.36
ENSMUSG00000085919	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085920	0.796461608	1.592923216	0	0	#NAME?	0.412967208	0.738751946	1	2	0	0	1.1	2.08	0	0
ENSMUSG00000085921	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085922	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085923	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085924	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085925	1.072267887	0.551690434	1.59284534	2.887208554	1.529675323	0.840104639	1	1	0	0	3	1.1	0	0	3.19
ENSMUSG00000085926	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085927	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085928	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085929	49.21593581	48.12951095	50.30236068	1.045145892	0.063704343	0.958178809	1	41	49	52	55	45.24	51.02	42.2	58.4
ENSMUSG00000085930	59.40417504	47.1815003	71.62684978	1.518113017	0.602279197	0.044823891	0.131577971	44	44	81	73	48.55	45.81	65.74	77.52
ENSMUSG00000085931	1.961977573	2.175687693	1.748267453	0.803547062	-0.315545573	1	1	3	1	3	1	3.31	1.04	2.43	1.06
ENSMUSG00000085932	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085933	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085934	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085935	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000085936	0.536153412	1.072306825	0	0	#NAME?	0.637402555	0.953976704	1	1	0	0	1.1	1.04	0	0
ENSMUSG00000085937	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085938	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085939	161.6671912	207.3749691	115.9594133	0.559177483	-0.838621827	3.65E-06	2.57E-05	173	215	151	103	190.88	223.87	122.54	109.38
ENSMUSG00000085940	0.723502892	1.041232782	0.405773002	0.389704405	-1.359547855	0.936078294	1	0	2	1	0	0	2.08	0.81	0
ENSMUSG00000085941	1.951606579	1.623997259	2.2792159	1.403460435	0.488988394	0.930899534	1	2	1	3	2	2.21	1.04	2.43	2.12
ENSMUSG00000085942	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085943	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085944	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085945	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085946	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085947	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085948	0.468360724	0	0.936721449	Inf	Inf	0.741307218	1	0	0	1	1	0	0	0.81	1.06
ENSMUSG00000085949	0.463194697	0.520616391	0.405773002	0.779408811	-0.359547855	1	1	0	1	1	0	0	1.04	0.81	0
ENSMUSG00000085950	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085951	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085952	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085953	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085954	0.780924587	1.561849173	0	0	#NAME?	0.518568443	0.856722233	0	3	0	0	0	3.12	0	0
ENSMUSG00000085955	0.801627636	1.072306825	0.530948447	0.495146011	-1.014074079	0.93739353	1	1	1	0	1	1.1	1.04	0	1.06
ENSMUSG00000085956	35.25940266	33.3347337	37.18407163	1.115475286	0.157658551	0.624768143	0.953976704	34	28	55	28	37.51	29.15	44.64	29.73
ENSMUSG00000085957	1.13960795	0	2.2792159	Inf	Inf	0.26183243	0.540574057	0	0	3	2	0	0	2.43	2.12
ENSMUSG00000085958	0.671247225	0	1.342494451	Inf	Inf	0.531672023	0.866351671	0	0	2	1	0	0	1.62	1.06
ENSMUSG00000085961	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085962	22.01590343	19.30152285	24.730284	1.281260769	0.35756413	0.548790352	0.884915389	18	18	23	29	19.86	18.74	18.67	30.8
ENSMUSG00000085963	2.149288115	0.551690434	3.746885795	6.791645395	2.763761135	0.214408899	0.465706797	1	0	4	4	1.1	0	3.25	4.25
ENSMUSG00000085964	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085965	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085966	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085967	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085968	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085969	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085970	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085971	1.514759534	1.561849173	1.467669895	0.939700146	-0.089727623	1	1	0	3	1	2	0	3.12	0.81	2.12
ENSMUSG00000085972	65.6138402	92.731361	38.49631941	0.415138083	-1.268336811	0.001435508	0.006415024	69	105	53	32	76.13	109.33	43.01	33.98
ENSMUSG00000085973	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085974	1.800975745	2.665230041	0.936721449	0.351459887	-1.508568055	0.535584509	0.869953872	2	3	1	1	2.21	3.12	0.81	1.06
ENSMUSG00000085975	2.784747894	2.634155998	2.935339791	1.114337873	0.156186731	1	1	1	4	2	4	1.1	4.16	1.62	4.25
ENSMUSG00000085976	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085977	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085978	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085979	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085980	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085981	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085982	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085983	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085984	32.32569164	29.96244301	34.68894027	1.157747393	0.211320508	0.639593349	0.953976704	26	30	41	34	28.69	31.24	33.27	36.1
ENSMUSG00000085985	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085987	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085988	21.27997409	19.30152285	23.25842534	1.205004679	0.269038748	0.602328338	0.935874298	18	18	39	14	19.86	18.74	31.65	14.87
ENSMUSG00000085989	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085990	1.555751946	0.551690434	2.559813457	4.639945339	2.21410781	0.39150643	0.715718572	1	0	5	1	1.1	0	4.06	1.06
ENSMUSG00000085991	0.202886501	0	0.405773002	Inf	Inf	1	1	0	0	1	0	0	0	0.81	0
ENSMUSG00000085992	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000085993	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085994	2.289586893	0.551690434	4.027483353	7.300259539	2.867947756	0.166137867	0.383253205	1	0	6	3	1.1	0	4.87	3.19
ENSMUSG00000085995	29.14089323	31.4621441	26.81964235	0.85244166	-0.230326993	0.624946443	0.953976704	24	35	36	23	26.48	36.44	29.22	24.42
ENSMUSG00000085996	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085998	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085999	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086000	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086001	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000086002	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086003	41.01826989	10.78521634	71.25132345	6.606387969	2.723861696	1.06E-11	1.32E-10	12	8	84	70	13.24	8.33	68.17	74.33
ENSMUSG00000086004	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000086005	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086006	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086007	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086008	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086009	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086010	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086011	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086012	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086013	56.69506432	68.99288297	44.39724566	0.643504717	-0.63597737	0.038162027	0.114978531	59	70	61	37	65.1	72.89	49.5	39.29
ENSMUSG00000086014	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086015	231.9298474	203.3343342	260.5253607	1.281265959	0.357569974	0.021493726	0.070204281	177	203	311	253	195.3	211.37	252.39	268.66
ENSMUSG00000086016	14.90531341	10.10922973	19.70139709	1.948852447	0.962624864	0.114934138	0.285924983	7	12	25	18	7.72	12.49	20.29	19.11
ENSMUSG00000086017	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086018	2.46143829	2.082465564	2.840411015	1.363965419	0.447807068	0.896632455	1	0	4	7	0	0	4.16	5.68	0
ENSMUSG00000086019	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086020	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086021	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086022	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086023	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086024	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086025	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000086026	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086027	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086028	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086029	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086030	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086031	0.202886501	0	0.405773002	Inf	Inf	1	1	0	0	1	0	0	0	0.81	0
ENSMUSG00000086032	6.72940609	6.495989036	6.962823144	1.071864978	0.100123182	1	1	8	4	8	7	8.83	4.16	6.49	7.43
ENSMUSG00000086033	75.15442349	61.5101669	88.79868008	1.443642321	0.529713342	0.247779666	0.519667084	36	80	105	87	39.72	83.3	85.21	92.39
ENSMUSG00000086034	18.37173145	16.63629281	20.1071701	1.208632856	0.273376067	0.628550624	0.953976704	16	15	26	18	17.65	15.62	21.1	19.11
ENSMUSG00000086035	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086036	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086037	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086039	0.202886501	0	0.405773002	Inf	Inf	1	1	0	0	1	0	0	0	0.81	0
ENSMUSG00000086040	2.680728124	3.768610909	1.59284534	0.422661129	-1.242426659	0.430589305	0.762150406	4	3	0	3	4.41	3.12	0	3.19
ENSMUSG00000086041	0.54131944	0.551690434	0.530948447	0.962402851	-0.055287178	1	1	1	0	0	1	1.1	0	0	1.06
ENSMUSG00000086042	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086043	0.260308196	0.520616391	0	0	#NAME?	0.970302479	1	0	1	0	0	0	1.04	0	0
ENSMUSG00000086044	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086046	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086047	4.1324603	5.454756254	2.810164346	0.515176887	-0.956860225	0.538618274	0.872550527	8	2	3	3	8.83	2.08	2.43	3.19
ENSMUSG00000086048	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086049	0.947092442	0.551690434	1.342494451	2.433419846	1.282985255	0.835218791	1	1	0	2	1	1.1	0	1.62	1.06
ENSMUSG00000086050	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086052	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086053	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086054	8.358064825	4.258153257	12.45797639	2.925675907	1.548769963	0.071782503	0.195189794	3	5	15	12	3.31	5.21	12.17	12.74
ENSMUSG00000086055	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086056	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086057	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086058	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086059	1.827323396	3.123698346	0.530948447	0.169974302	-2.556611448	0.503667382	0.843776862	0	6	0	1	0	6.25	0	1.06
ENSMUSG00000086060	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086061	712.231167	601.9762384	822.4860956	1.366309903	0.450284749	7.81E-05	0.000444479	524	601	1077	726	578.17	625.78	874.04	770.94
ENSMUSG00000086062	20.4428429	13.81569255	27.06999324	1.959365637	0.970386644	0.059777813	0.168089708	9	17	34	25	9.93	17.7	27.59	26.55
ENSMUSG00000086063	0.275845217	0.551690434	0	0	#NAME?	0.970302822	1	1	0	0	0	1.1	0	0	0
ENSMUSG00000086064	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086065	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086066	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086067	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086068	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086069	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086070	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086071	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086072	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086074	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086075	34.88037801	32.07598262	37.6847734	1.174859516	0.232488256	0.538704939	0.872550527	27	33	51	32	29.79	34.36	41.39	33.98
ENSMUSG00000086076	0.265474223	0	0.530948447	Inf	Inf	1	1	0	0	0	1	0	0	0	1.06
ENSMUSG00000086077	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086078	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086080	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086081	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086082	80.75803905	70.12733789	91.38874021	1.303182795	0.382039463	0.128089086	0.311345329	62	69	114	85	68.41	71.85	92.52	90.26
